1000 9883
47 587
963 946
974 724
401 461
916 356
699 604
599 255
307 807
972 19
668 308
836 75
542 261
85 230
251 194
277 948
574 216
865 691
312 813
791 687
667 357
267 548
129 544
892 440
828 776
490 401
312 668
773 881
481 315
43 604
960 770
31 667
256 931
795 118
559 145
448 91
930 959
143 958
576 839
373 31
856 247
72 550
843 467
98 262
909 164
405 389
334 277
944 761
905 837
926 569
283 553
233 390
892 979
93 541
64 696
712 756
451 360
822 361
144 256
353 670
788 911
480 263
408 36
873 464
712 978
750 622
716 906
257 449
223 682
23 766
119 581
428 366
290 395
96 454
279 961
806 750
350 698
471 144
690 891
964 366
808 990
402 883
773 256
599 18
733 835
143 56
315 883
798 892
481 515
36 251
898 910
340 527
705 660
891 65
264 119
288 84
659 71
660 756
406 548
65 102
564 72
235 690
136 407
653 686
273 34
681 189
919 367
330 36
95 356
192 13
502 366
872 622
421 732
335 442
357 734
633 935
687 326
927 343
875 46
901 842
73 120
268 167
775 929
770 33
516 589
888 450
101 945
814 942
541 910
113 182
324 222
77 386
791 458
83 123
291 380
257 444
668 922
341 750
103 451
811 638
845 782
189 810
211 546
765 87
163 903
972 663
76 476
849 228
246 852
101 127
604 842
110 135
685 647
483 307
640 8
824 341
940 475
402 354
267 643
824 196
476 975
17 387
406 998
873 921
475 597
899 893
194 503
324 854
352 803
242 459
830 216
78 797
482 442
891 986
29 423
216 910
296 298
243 975
264 328
446 592
142 361
207 397
338 556
528 516
652 413
798 252
960 110
654 486
199 812
328 456
435 556
149 742
64 252
504 9
693 921
453 176
679 966
757 482
943 54
158 671
948 997
932 418
257 512
224 119
139 254
715 899
497 674
284 832
671 84
726 711
71 948
6 186
443 437
559 995
914 190
270 646
453 756
862 848
958 531
25 789
959 318
663 809
409 630
319 223
357 104
811 895
217 469
636 289
578 689
445 902
483 303
122 757
267 606
640 20
506 586
57 134
259 990
167 249
260 301
868 90
172 593
747 975
934 293
916 304
479 200
262 614
53 941
860 661
899 543
49 784
748 918
901 198
259 410
387 209
969 545
930 809
754 485
402 398
132 375
783 452
439 306
888 574
525 141
362 301
952 559
961 935
600 225
54 788
519 960
850 409
304 381
602 802
362 207
938 153
957 844
486 36
345 912
921 115
771 226
85 990
230 217
569 929
187 246
25 215
381 52
456 245
76 991
426 469
537 667
836 24
894 274
846 81
78 255
885 757
63 873
724 693
656 573
694 5
328 670
937 880
738 985
423 17
25 610
229 194
330 452
18 429
290 326
57 49
955 600
165 878
498 165
82 548
397 519
146 265
698 298
275 87
869 259
82 951
264 64
216 509
87 458
769 525
990 553
924 175
86 134
90 333
745 346
844 86
422 132
179 51
515 555
62 952
726 961
585 723
947 916
695 990
256 821
424 439
633 575
795 216
283 492
17 56
273 214
403 951
351 917
9 556
946 247
468 810
865 269
974 665
705 356
517 6
563 66
451 700
822 989
179 845
754 747
774 848
222 813
689 936
139 459
909 163
692 533
18 580
46 398
382 38
128 855
900 969
406 858
176 803
916 962
920 482
524 220
279 708
487 750
302 181
849 477
870 53
595 954
467 478
334 166
115 52
366 937
10 136
352 595
821 923
519 121
152 89
462 698
722 65
266 481
855 417
346 573
918 761
561 69
104 961
910 569
103 781
109 336
860 392
402 880
989 812
683 385
468 529
984 210
551 142
274 182
592 965
802 873
77 771
100 228
248 515
635 497
721 804
976 435
759 472
29 337
820 76
661 668
169 182
867 994
406 549
173 870
462 266
393 446
622 835
844 457
830 140
463 941
122 225
820 354
473 889
277 681
984 329
616 391
320 196
123 649
415 735
342 597
382 902
734 443
917 889
170 586
487 249
507 647
364 260
182 536
976 886
136 980
451 553
749 520
585 533
515 80
528 485
202 872
897 816
440 965
452 430
41 618
888 451
447 642
125 292
287 981
37 766
814 261
936 616
851 279
716 616
380 837
881 1000
110 426
333 121
320 952
483 596
484 251
266 50
663 197
2 536
632 277
560 18
815 954
779 240
138 200
696 562
932 978
259 852
367 799
303 815
760 697
1000 232
547 765
659 279
74 861
510 781
369 399
775 405
750 34
123 248
683 122
942 789
669 35
256 544
310 663
5 427
890 445
346 683
511 855
402 137
593 666
460 407
725 493
528 871
838 580
539 862
401 71
313 659
502 169
602 267
89 500
491 440
398 788
297 135
445 263
818 867
505 100
213 795
841 450
754 593
477 918
540 244
62 528
406 780
502 331
17 145
