912 2709
696 744
329 175
672 6
470 546
362 890
753 346
826 787
794 210
154 181
856 206
72 790
180 95
634 203
136 871
467 224
513 491
732 326
24 787
519 725
341 727
101 486
84 418
194 318
871 718
470 549
328 531
713 828
618 841
506 690
486 307
440 743
293 11
757 33
703 496
372 446
27 678
430 801
383 180
555 431
457 664
756 292
404 497
174 889
297 684
687 529
689 146
639 327
513 492
71 283
656 437
817 184
596 733
335 422
679 565
122 273
462 581
512 24
471 820
81 74
720 800
494 453
887 765
581 141
178 570
820 125
877 455
588 702
777 390
338 820
229 291
193 386
322 381
157 847
234 580
56 796
257 80
117 680
466 477
488 701
181 305
699 611
573 272
172 545
472 891
758 903
320 447
659 62
590 177
520 280
96 437
298 785
264 641
727 573
105 297
303 714
291 767
491 737
168 199
350 158
389 119
62 679
249 361
748 450
329 846
45 392
831 773
174 795
130 79
274 200
369 206
834 583
279 531
174 319
272 543
90 698
677 17
73 424
474 186
706 547
857 194
386 661
536 116
386 720
444 267
798 259
69 114
641 529
356 509
97 105
852 818
376 32
736 731
761 376
392 10
781 528
322 215
582 660
661 235
274 543
190 269
809 419
164 613
274 485
38 394
169 630
910 238
865 577
468 54
629 910
775 675
577 696
893 9
568 368
824 165
92 239
238 454
664 153
370 573
815 489
210 415
429 809
584 549
650 554
617 661
582 341
309 138
403 77
333 895
267 304
303 27
178 333
572 345
276 127
404 52
703 79
485 602
490 820
588 842
630 512
574 269
655 460
279 574
892 688
217 594
468 365
624 451
369 319
24 313
96 902
871 882
32 547
309 877
327 201
883 255
205 908
558 322
243 403
543 882
36 865
303 501
675 692
527 703
681 830
131 838
479 537
647 732
767 302
305 644
680 173
420 518
864 692
443 786
604 276
845 105
96 35
462 523
544 127
214 759
213 629
489 678
113 811
365 858
278 398
616 339
126 708
258 423
352 88
872 183
893 20
436 843
420 218
4 631
850 220
65 170
110 625
524 453
699 1
76 120
131 621
371 112
776 719
457 36
792 694
580 171
690 599
361 640
764 380
307 435
629 610
134 419
669 174
525 615
893 45
362 417
862 679
848 370
77 683
540 242
246 354
45 450
392 510
603 504
35 855
187 652
550 319
592 188
318 485
267 146
400 487
323 883
884 185
872 22
820 798
583 466
70 862
848 151
683 110
64 131
730 15
126 908
788 438
259 759
81 907
302 236
361 427
507 452
622 565
477 453
280 372
64 417
686 434
266 267
322 873
586 490
786 15
21 547
578 288
617 779
763 171
820 338
287 725
621 326
774 233
799 676
503 214
785 94
645 506
811 315
854 769
837 552
308 343
829 668
700 593
495 185
577 333
226 277
798 456
382 216
716 742
857 58
36 451
516 504
754 863
577 139
595 852
185 410
640 410
215 746
253 122
331 316
648 458
137 765
908 900
577 665
412 731
587 692
219 425
530 832
217 696
828 655
357 534
176 110
823 627
21 122
732 299
479 356
742 220
484 881
32 775
567 387
200 243
717 861
383 866
830 388
297 696
445 719
616 453
317 677
621 257
125 722
370 14
82 81
714 193
326 310
311 646
557 854
662 138
638 718
205 810
533 183
163 692
241 148
739 40
833 51
746 154
782 553
863 316
439 517
706 338
454 436
718 474
43 696
323 846
270 843
735 850
403 29
778 499
877 178
436 742
696 230
884 815
306 827
668 115
233 545
677 592
129 827
700 137
539 659
216 129
427 58
155 545
178 82
803 295
314 674
756 333
188 31
44 244
688 229
516 531
373 376
267 95
14 647
774 418
336 15
824 735
713 647
806 105
298 400
901 694
43 612
278 289
616 570
27 598
488 622
417 566
136 26
615 100
437 534
525 380
357 271
551 764
161 646
429 237
173 79
91 441
147 46
442 735
97 69
596 105
816 122
179 619
633 49
225 249
869 203
618 461
570 154
89 265
19 217
442 900
421 891
595 32
520 637
143 433
679 678
910 107
490 904
772 563
25 179
322 32
644 501
516 450
460 547
84 151
766 288
609 251
873 464
323 251
44 338
634 670
299 884
553 582
624 56
462 549
229 230
272 22
73 311
878 859
661 772
629 479
816 153
357 572
67 273
322 59
512 674
149 565
552 675
37 805
59 853
833 604
134 799
321 241
85 264
590 328
910 347
110 256
330 503
794 531
409 567
303 877
470 333
237 899
808 193
42 371
499 69
390 500
530 732
527 562
566 747
588 426
394 687
426 101
172 52
139 510
639 83
415 590
539 266
885 255
172 528
263 284
761 808
69 439
603 220
677 637
380 339
201 839
717 876
334 549
77 705
818 283
66 649
705 227
884 492
756 243
228 564
48 146
671 428
509 498
326 200
628 632
558 871
81 289
66 606
605 344
558 541
510 603
82 909
803 352
716 460
419 619
426 760
869 885
105 370
498 3
289 107
861 805
845 555
114 653
258 806
156 535
725 379
216 197
676 795
578 793
23 684
818 670
339 52
434 151
328 291
590 575
70 205
3 269
617 265
247 66
380 630
51 824
901 895
805 117
36 195
607 628
617 71
235 523
823 747
844 103
593 222
776 323
335 436
564 489
781 93
749 30
701 482
880 339
866 839
888 830
448 216
755 495
136 199
137 735
157 260
840 816
509 868
18 151
715 519
681 32
148 396
497 444
37 57
320 88
141 430
733 183
716 81
94 752
277 81
260 255
801 895
503 862
45 239
787 339
291 365
315 806
906 818
729 391
258 529
687 461
302 703
358 125
761 717
70 555
101 354
732 407
729 255
219 76
494 812
560 670
247 524
696 426
801 821
463 84
398 7
799 37
696 687
89 519
440 568
149 144
5 769
263 232
84 782
565 536
329 385
837 862
567 141
492 449
794 726
407 424
320 626
604 372
141 466
806 374
664 513
315 419
316 19
890 786
579 824
245 793
429 780
486 839
476 764
93 874
573 544
277 99
425 42
186 782
853 170
249 532
909 147
447 525
807 162
432 600
763 647
350 511
136 838
673 896
267 428
307 296
721 843
711 216
615 646
380 500
616 679
591 228
195 684
634 396
427 134
387 163
816 33
654 497
487 96
788 344
347 431
354 178
868 526
558 326
500 650
310 298
774 677
26 879
632 638
227 162
483 12
691 627
399 351
627 78
539 106
872 359
377 642
599 315
730 134
290 314
164 253
484 276
332 161
708 721
715 769
78 564
315 834
781 256
223 152
368 863
257 855
439 75
333 15
559 865
47 459
530 893
586 244
310 769
801 591
42 252
795 29
172 802
599 606
376 200
838 520
602 513
520 108
147 859
523 257
9 862
194 556
529 557
787 734
458 514
77 876
354 467
788 477
628 156
276 614
850 882
338 520
264 157
840 495
150 461
509 156
695 805
294 70
53 461
91 292
718 323
24 363
498 628
176 721
358 903
119 314
324 627
721 830
282 808
241 446
287 707
661 525
789 568
304 673
10 100
340 85
254 72
774 98
134 205
284 781
410 496
764 263
52 334
786 225
415 375
772 583
28 617
194 340
36 505
372 433
211 629
566 482
826 26
754 527
559 138
873 29
502 338
70 632
287 601
401 666
701 442
475 338
208 172
211 284
602 538
416 313
114 58
127 99
678 37
181 595
58 751
476 178
727 749
740 169
73 42
697 557
353 461
791 911
464 755
66 91
139 179
528 250
234 901
577 432
601 314
654 300
163 371
327 241
266 683
206 439
372 272
545 469
102 905
233 641
694 205
126 334
202 294
223 378
740 80
830 700
671 888
20 558
771 741
152 83
873 15
210 420
665 160
205 242
